id,comment,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305198488,excelente Bbom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305422810,conforme o anunciado, excelente monitor. Muito bom! confomre o anunciado.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306355739,excelente Otimo custo benefício, tela muito boa!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307722291,excelente Perfeito para design grafico.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311024359,excelente Excelente, é o segundo que adquirimos.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313294403,excelente O produto é excelente 75hz, a interação com ele é perfeita por seu menu ser extremamente em português facilitando assim o entendimento.\nA imagem é excelente pois jogo games e a mesma depois de configurar a placa de vídeo do meu pc de acordo com as imagens que o monitor pode proporcionar ficou excelente.\nA única coisa que não pode se esperar é a qualidade de som que não é boa.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313913734,excelente Ótimo produto!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316604921,excelente Excelente monitor custo benefício.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323241547,excelente Excelente! tamanho muito bom!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323652322,excelente Excelente imagem.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325544920,excelente Quarto que compro desse monitor, excelente custo/beneficio.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325895817,excelente Produto de excelente qualidade!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328692407,excelente Super recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328840906,excelente Muito bom, imagem ótima, som regular (podia ser melhor).,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334847075,excelente Excelente monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334890215,muito bom Produto atende perfeitamente as minhas necessidades.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349858887,excelente Otimo monitor, esse modelo mais moderno tem as bordas mais finas. Gostei bastante.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351119244,excelente O monitor é bom. A tela tem otimas cores e brilho suficiente. O contraste tambem é bom. O freesync funciona em placas nvidia. Porem é preciso comprar cabo displayport que não vem junto. O cabo que vem é hdmi. E pelos meus teste o freesync começa nos 50fps e vai até os 75 fps. O som é ruim. Mas é melhor que nada. No geral vale apena. E o tamanho 27 é perfeito.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380232914,muito bom Faz falta um controle remoto, mas de resto é muito bom.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318218226,excelente Muito bom pelo custo, ótimo monitor me surpreendeu!!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321765017,excelente Superou minhas expectativas!!!.\nExcelente qualidade!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324164636,bom Aparelho muito sensível, quando em pico de energia ele demora voltar, parecendo estar queimado.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331163653,excelente ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333125983,muito bom Muito bom, recomendo.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352735168,ruim O monitor não aceita a resolução 1920x1080, sendo o anúncio uma enganação.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359520851,excelente É muito bom mesmo eu recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311359960,excelente Estou usando a 2 semanas e até agora está muito bom, tela com design bonito e cores vivas.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329420483,excelente Produto otimo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359186737,excelente Achei um excelente produto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359616281,excelente Utilizo como segunda tela, estou gostando bastante, nao tenho nada a reclamar. Recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384543887,excelente Produto de forma as especificações.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387591380,muito bom Produto de boa qualidade. E custo benefício também.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330426284,excelente Excelente produto. O ajuste de altura e ângulo são muito bons. A qualidade da imagem, desempenho e tempo de resposta são excelentes. A taxa de 240hz deixa o jogo num outro nível!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333344654,excelente Ótimo, to gostando bastante.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336169420,excelente Produto de qualidade!.\nSatisfeito,valeu a pena.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339929131,excelente Fez juz ao qua foi anunciado, achei mto bom e extremamente fácil de montar, bom. Gostei.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344522229,excelente Excelente. Ótima construção, fácil de montar. Permite ajuste de altura e rotação. Ótima taxa de atualização e a tela ips deixa as imagens lindas.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344713141,excelente Excelente! um ótimo monitor para jogar, me atendeu perfeitamente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344861956,excelente Muito lindo perfeito 😍.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348772606,excelente Produto atende as necessidades tela mt boa oq promete cumpre imagens bem limpas nao tem vazento de luz e nem perda de pixels otimo monitor!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350006381,excelente Achei o melhor custo benefício.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350868630,excelente Testei um pouco achei top.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369781552,muito bom Monitor muito bom.\nO cabo display port veio com defeito, comprei outro e está funcionando normalmente.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401121123,excelente Ate agora ok sem dead pixel monitor exelente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338726608,excelente Produto muito bom, e com preço acessivel.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345324794,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345441792,excelente Eu achei meu produto de boa qualidade.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345980608,muito bom Produto com bom custo x benefício.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350263371,excelente Recomendo, rápido e produto bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372358600,excelente Muito bom recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119842254,excelente custo-benefício Excelente monitor, um dos melhores custo-benefício do mercado. 144hz, full hd, 27'', 1ms de resposta, ele não tem hdr nativo, não veio com nenhum problema nem com dead pixel, nem nada! vale muito a pena.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120153406,imagem 10. luz d fundo vaza. botões ruins. Qualidade de imagem é excelente. Ví muitas reclamações sobre deadpixels, mas não tive esse problema (ainda). Os únicos inconvenientes são a luz que vaza com o monitor desligado. Se eu deixar ele sem imagem a noite, vira um abajur, de tanto que a luz de led vaza pelas laterais. Tenho que desligar ele. E pra desligar ele tem botões físicos bem inconvenientes, embaixo dele. Quando ligo computador na vga ele tb não detecta automático, e tem que usar esses botões inconvenientes embaixo dele. Na configuração idem, configurar por esses botões é bem ruim. Podiam ser na frente mesmo ou ter um controle remoto. Prezar pela estética deixando a funcionalidade de lado é besteira.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120549607,excelente Excelente, qualidade de imagem sensacional! o único contra fica por conta dos botões para acesso às funções do mesmo que são um pouco duros e podem te confundir no momento de navegar pelas opções.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122114851,5 em 10 pessoas pegam com algum tipo de defeito? Produto excelente, tudo de bom em um monitor gamer. O único problema que vejo nesses monitores, são os prováveis problemas que você pode ter usando eles, o meu veio sem nenhum deadpixel, mas veio com ips glow notável quando a tela fica escura. Nada que acabe com a experiência na jogatina, mas mesmo assim é chato. Eu diria pra comprar por conta e risco, parece uma loteria de defeitos, e eu peguei um deles.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122237973, produto otimo, pessimo suporte. O monitor é incrivel, mas veio com defeito e estou com problemas para devolver, nem a garantia estendida está resolvendo então tomem cuidado ao comprar.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122814662,ótimo cxb Ótimo monitor, custo benefício excelente, apenas os botões que são difíceis de usar porém o software g-monitor resolve isso.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122935800,o mais barato da categoria 144 hz Apesar de ser um dos mais baratos da categoria, é um ótimo produto, além de ser bem bonito.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125799323,excelente Melhor monitor que tive na vida um dos poucos 144hz ips do mercado. Cores vivas(ips) e g-sync no mesmo monitor é um sonho. Não vejo a hora de comprar mais um desse para ficar com dois.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132462934,toop Super tela incrível fiquei com medo de vim com alguns defeito mas até o momento me agrado demais sai de um monitor 60hz. Pesquisei no centro de são paulo e o preço por lá estava 2. 100. Do mesmo modelo.\n1599 em um monitor 27 muito bom preço.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133202367,excelente Produto bom, porem o displort que acompanha só ativa 100hz, 144hz só hdmi 2. 0 sem suporte ao gsync, e displayport ativa gsync e os 144, o displayport que acompanha nao ativa os 144hz adquira um de qualidade,.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135775926,excelente Completando quase um mês de uso até agora funcionando perfeitamente, veio sem um dead pixel e sem aqueles erros bizarro que todo mundo fala, rodando 144hz liso. A única coisa ruim dele são os botões, muito fundos e pouco práticos. Mas como a aoc tem um app pra fazer as configs só baixar e gg. O preço também é salgado, se puder pegue ele numa promoção.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138414305,monitor excelente Produto excelente qualidade, monitor ideal para quem quer começar no competitivo de jogos ou para os casuais que gostam de cores mais vivas nos jogos, muito bonito, design excelente, sem palavras, não tem dead pixel e nem vazamento de luz, monitor top demais ! tela grande e não perde qualidade. Incrível !!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139608071,totalmente satisfeito  Amei valeu cada centavo, o meu veio sem problemas nenhum graças a deus, qualidade me impressiona nunca tive um assim, e quero deixar claro por ser ips tem uns vazamentos de luz que não incomoda nenhum pouco, o preto desse ips é muito boom ainda vem com 2 cabos vale cada centavo!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140893969,muito bom  Excelente comprar!! no meu caso comprei para o ps5. Tome cuidado por que em alguns caso não conseguimos tira todo proveito do monitor , dependendo do jogo do ps5. 120 fps em alguns jogos que consegui usar. Então se tive algum jogo consulte se realmente ele vai tira todas as vantagem do monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316943956,excelente Cara pode comprar sem medo, no começo achei o branco muito amarelo mas nas config consegui arrumar, ele é todo articulado e isso me ajuda muito, para trabalhar levanto ele e fica bem na altura ideal e para jogar consigo baixar bem e virar ele pra cima (fica top pro cs), recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317259674,muito ruim Menos de 1 ano de uso deu o tão falado defeito crônico, faixa de pixel piscando na horizontal a 120hz. Não compre ! não recomendo.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892811,excelente Muito bom amei eu recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322369235,excelente Produto muito bom mesmo monitor top ate agora ta tudo de boa recomendo tou usando display porte em 144hz top de mais recomendo esse monitor gamer bom de mais.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323314946,excelente Muito bom este produto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324101848,excelente Montior impecável.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324525738,excelente Produto de excelente qualidade!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324600443,muito ruim Muito pixel morto.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328346684,excelente Até o momento está superando as minhas expectativas, primeiro monitor 144hz, muita diferença… experiência no jogos é muito boa, recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328636324,excelente Muito topw.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329304459,excelente Monitor atendeu muito bem a expectativa.\nMuito fácil de montar, pois não requer nenhuma ferramenta.\nExcelente qualidade de imagem.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340953571,excelente Tela excelente para home office, pois não cansa a vista depois de 8 horas em reuniões, planilhas, e-mails e programar algoritmos. A regulagem de altura é adequada assim como a facilidade de rotação.\nPoderia vir com o hdmi na caixa (sem estresse), visto que os displayport são padrões ainda não muito utilizados em notebook corporativos tipo dell e lenovo.\nNão vi dead pixels nem nada na tela, uso tem 1 mês. A tela por ser fina não aparenta ser boa para quem é nômade virtual (viaja muito com o carro), prefiro as versões antigas da aoc. Ela é para ficar apenas em um lugar estático.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371699822,excelente Excelente produto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379000160,excelente Top.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379699012,excelente Maravilhoso vou comprar outro dia 😍.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382608878,excelente Top d++.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314188261,excelente Gostei bastante do monitor, supriu minhas necessidades.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328473128,ruim Produto ruim de baixa qualidade imagem muito ruim.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335244279,excelente Eu gostei, recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337693043,muito bom Meu filho gostou do monitor, veio diferente do que comprei mas está servindo bem.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341792693,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351595464,excelente O produto é ótimo, ótima qualidade, confesso que me surpreendi com o tamanho, achei que fosse menor. Imagem com ótima qualidade.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351786075,bom A base não é igual da foto, e redonda.\nMas o restante ta ok.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353521822,muito bom Bom.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356185867,muito ruim Já mostrei que o produto está com defeito e até agora nada de devolução.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356701998,excelente Excelente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367168246,bom Para ser monitor único é bom, mas no meu caso que é segunda tela não foi boa a qualidade da imagem. Mesmo alterando a resolução.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388082883,muito ruim Muito ruim.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390588668,excelente Grande e bonito!!! amei!!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321346379,excelente Monitor perfeito para quem quer trabalhar com edição de imagens.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324378242,excelente Monitor incrível comprarei mais com certeza.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341649471,excelente Muito bom, ótima resoluçaõ.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388390898,excelente Monitor muito top.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391917227,excelente Atendeu minhas expectativas. Procurava um monitor que me desse fideliade de cor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393882532,excelente Excelente tela, com resolução qhd, vale super a pena.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398839154,muito bom Estou usando como meu monitor principal. Cores bonitas, fortes e qualidade boa. Demorei para fazer uma regulagem que me satisfez, recomendo.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400107419,excelente Imagem excelente! quad hd mas a imagem é perfeita. Tenho um dell ultrasharp 24 mas ele é infinitamente melhor, pelo mesmo preço.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346310310,excelente Excelente.\nEstou usando no meu estúdio de produção musical.\nTela confortável e com possibilidade de inclinar a tela.\nNão tem luminosidade, reflexos, nada que irrite os olhos.\nTrabalho horas e horas com ele.\nMuito confortável editar audio e video.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348392431,muito bom Monitor lg gamer 21. 5 full hd de boa qualidade.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351496927,excelente Otimo produto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359574343,excelente Excelente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390994970,excelente Ótimo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397750881,excelente Otima compra.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314188261,excelente Gostei bastante do monitor, supriu minhas necessidades.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328473128,ruim Produto ruim de baixa qualidade imagem muito ruim.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335244279,excelente Eu gostei, recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337693043,muito bom Meu filho gostou do monitor, veio diferente do que comprei mas está servindo bem.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341792693,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351595464,excelente O produto é ótimo, ótima qualidade, confesso que me surpreendi com o tamanho, achei que fosse menor. Imagem com ótima qualidade.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351786075,bom A base não é igual da foto, e redonda.\nMas o restante ta ok.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353521822,muito bom Bom.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356185867,muito ruim Já mostrei que o produto está com defeito e até agora nada de devolução.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356701998,excelente Excelente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367168246,bom Para ser monitor único é bom, mas no meu caso que é segunda tela não foi boa a qualidade da imagem. Mesmo alterando a resolução.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388082883,muito ruim Muito ruim.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390588668,excelente Grande e bonito!!! amei!!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126455704,muito bom Ótimo produto, recomendo e compraria de novo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128036834,excelente Excelente produto. Estou muito satisfeito. Veleu a pena.\nRecomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133560972,muito bom Muito bom, tela com cores vivas. Só não recomendo pra quem vai ficar mt perto do monitor pq da pra ver os pixel. Mas no geral é uma boa compra.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153342095,boa qualidade e design Tem uma boa imagem e gama de cores, as bordas finas são um atrativo, o tamanho é muito bom mais aconselho não ficar muito perto da tela para ter um campo de visão melhor. Infelizmente não consegui utilizar o freesync, por não ser compatível com a minha máquina, aconselho pesquisarem compatibilidade caso queiram usar a função, ainda sim gostei da compra, muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311125729,excelente Maravilhoso. Bonito, bem construído, ótima resolução e cores. As margens finas deixam ele ainda mais elegante, o que contribui para a beleza do meu setup como um todo. A qualidade de tvs/ monitores samsung é inquestionável, esse foi um dos motivos que me fizeram optar por esse monitor e não me arrependi nem por um minuto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313952965,excelente Maravilha, imagem ótima.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315462375,excelente Excelente monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316199453,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319264409,excelente Leve, bonito e com ótimas cores! vale a pena a compra!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323425640,excelente Excelente custo benefício! comprei para trabalho e para jogar! a imagem é muito nítida e de alta qualidade! a única coisa que faltou foi a saída de fone de ouvido, esse modelo não possui. Recomendo a todos!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323685933,excelente Ótimo monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325725629,excelente Monitor ótimo e grande.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325973393,excelente Monitor perfeito!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328789636,excelente Fantástico. Excelente monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328799712,excelente Eu amei gostei muito.\nMuito lindo emagem super top.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329973714,excelente Excelente!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330770487,excelente Top, monitor excelente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335498573,excelente Super rápido recomendo!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341792461,excelente Muito bom, a cor da imagem e ótima ,porém fica a falta da opção de hdr e também a entrada pra p2 pra ser possível inserir uma caixa de som ☹️.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
